Date,Backtest 55 min vol
05/2014,47345.65114826666
06/2014,48179.65744590177
07/2014,48141.61325747734
08/2014,49761.96769186178
09/2014,50062.54140818642
10/2014,50883.074793830994
11/2014,51795.03748786631
12/2014,52938.4489307808
01/2015,56010.620039998714
02/2015,57263.42413364152
03/2015,58896.9104636642
04/2015,57144.510461880796
05/2015,58128.52998950615
06/2015,56379.70667540569
07/2015,57550.461111121855
08/2015,55141.334482466205
09/2015,54294.098742598886
10/2015,57002.91238432935
11/2015,58169.462507645745
12/2015,56617.334195436546
01/2016,55952.24490970206
02/2016,57272.34307688236
03/2016,57688.07773436351
04/2016,58233.67078941482
05/2016,58935.125483488984
06/2016,60942.21587036909
07/2016,62021.06707361766
08/2016,61073.02918359578
09/2016,61121.34377617313
10/2016,60153.397843947474
11/2016,61282.196715084065
12/2016,62281.845762600424
01/2017,62198.68167525792
02/2017,64062.762809846245
03/2017,63721.24434989337
04/2017,63345.11449653015
05/2017,62938.017830843004
06/2017,62145.26351673753
07/2017,61836.41093958762
08/2017,61970.885939323634
09/2017,62510.66397256003
10/2017,63845.64096241708
11/2017,64053.587927953944
12/2017,63706.263747761936
01/2018,63565.38058532122
02/2018,62893.7162189785
03/2018,62506.52986375513
04/2018,63323.21333028854
05/2018,65404.88350538138
06/2018,65475.63350169671
07/2018,65881.89800782925
08/2018,67082.90154755706
09/2018,67219.73704414943
10/2018,65377.03583358473
11/2018,66074.13000145444
12/2018,63463.128897448434
01/2019,66143.17496102743
02/2019,67544.13224935431
03/2019,68848.57604083455
04/2019,69622.11766827307
05/2019,68716.22101306678
06/2019,70844.6339692965
07/2019,72260.40636137607
08/2019,73651.50954976336
09/2019,74411.3038215555
10/2019,73689.30053696189
11/2019,74732.01478700427
12/2019,74744.93277731207
01/2020,76361.4570631982
02/2020,73643.87463629527
03/2020,68042.86296069548
04/2020,72402.78975850902
05/2020,72924.22882397831
06/2020,73708.24337185279
07/2020,73876.03028592511
08/2020,75015.96759847947
09/2020,74627.75530219497
10/2020,73981.24392951626
11/2020,76507.76999165639
12/2020,77615.94568072472
01/2021,78329.73470895013
02/2021,78091.29588324926
03/2021,81847.92358126031
04/2021,82071.13102536325
05/2021,82704.46929545316
06/2021,84240.370632799
07/2021,85300.97774021552
08/2021,86640.49363427289
09/2021,85652.08995618176
10/2021,87682.16506092192
11/2021,88621.1814157049
12/2021,90485.81075388094
01/2022,88069.60713559075
02/2022,87598.3102620752
03/2022,89177.16591951084
04/2022,88245.0155998692
05/2022,86563.75017399325
06/2022,84571.71799970938
07/2022,89132.60881304741
08/2022,87730.26000514845
09/2022,84173.69985668227
10/2022,86650.04071545234
11/2022,87377.0884649939
12/2022,83403.7989093103
01/2023,85373.11651424173
02/2023,84241.26447141159
03/2023,84089.00068058821
04/2023,83942.0967397734
05/2023,83847.50918112288
06/2023,84541.994923716
07/2023,85236.56529735861
08/2023,84948.4928284732
09/2023,83921.68448025789
10/2023,82832.34461248838
11/2023,85176.71834609135
12/2023,88319.32237165676
01/2024,90024.88655816283
02/2024,91638.30686183018
03/2024,94532.57350505848
04/2024,92382.87802587682
05/2024,93747.2295796966
06/2024,95210.00684145391
07/2024,97885.93527058896
08/2024,98120.5332438297
09/2024,98744.97161326985
