DATE,DGS5PTRE
2010-12-01,191.6044917
2011-01-01,186.2121764
2011-02-01,183.8903792
2011-03-01,178.2345061
2011-04-01,173.0517509
2011-05-01,181.1560935
2011-06-01,178.895545
2011-07-01,184.3897693
2011-08-01,187.8592253
2011-09-01,201.3830025
2011-10-01,194.0704094
2011-11-01,201.6501895
2011-12-01,210.6066446
2012-01-01,210.6871983
2012-02-01,204.3790703
2012-03-01,203.2248388
2012-04-01,207.2114294
2012-05-01,223.4875445
2012-06-01,217.7139249
2012-07-01,225.408039
2012-08-01,220.9095246
2012-09-01,215.9225264
2012-10-01,213.2890878
2012-11-01,213.7125288
2012-12-01,209.8286061
2013-01-01,202.2158422
2013-02-01,211.308204
2013-03-01,215.7849563
2013-04-01,211.0722965
2013-05-01,210.2864182
2013-06-01,206.4950038
2013-07-01,202.793254
2013-08-01,202.0157624
2013-09-01,199.3941633
2013-10-01,199.5218479
2013-11-01,198.9857416
2013-12-01,193.1707671
2014-01-01,199.9037037
2014-02-01,195.5236854
2014-03-01,194.1351528
2014-04-01,193.482336
2014-05-01,198.4237537
2014-06-01,197.2023375
2014-07-01,200.5526512
2014-08-01,205.7794677
2014-09-01,213.0503643
2014-10-01,216.6719872
2014-11-01,219.9228172
2014-12-01,224.6095364
2015-01-01,246.5279008
2015-02-01,245.0209878
2015-03-01,257.3317196
2015-04-01,247.195843
2015-05-01,250.5548481
2015-06-01,245.6248879
2015-07-01,249.8367791
2015-08-01,246.4445239
2015-09-01,249.4803799
2015-10-01,250.6701684
2015-11-01,260.7744745
2015-12-01,252.6659913
2016-01-01,258.8995569
2016-02-01,259.6981965
2016-03-01,248.1650571
2016-04-01,246.4732104
2016-05-01,252.4292771
2016-06-01,259.5177665
2016-07-01,256.3305874
2016-08-01,255.0690831
2016-09-01,253.8441004
2016-10-01,258.3561394
2016-11-01,261.4388353
2016-12-01,261.2490523
2017-01-01,256.1608301
2017-02-01,260.9436805
2017-03-01,258.9082071
2017-04-01,256.080771
2017-05-01,249.3859025
2017-06-01,244.2993603
2017-07-01,236.6565195
2017-08-01,237.2288549
2017-09-01,236.7053246
2017-10-01,239.4316621
2017-11-01,233.3585477
2017-12-01,230.7186824
2018-01-01,220.268748
2018-02-01,223.3068545
2018-03-01,222.7435065
2018-04-01,225.3602783
2018-05-01,234.8843188
2018-06-01,234.7263852
2018-07-01,233.3845891
2018-08-01,237.3490859
2018-09-01,235.1832731
2018-10-01,241.3519238
2018-11-01,243.6986664
2018-12-01,245.1291899
2019-01-01,246.595076
2019-02-01,247.6843308
2019-03-01,254.9519059
2019-04-01,255.4414784
2019-05-01,261.3597632
2019-06-01,258.660102
2019-07-01,263.7196765
2019-08-01,273.2732733
2019-09-01,273.5992664
2019-10-01,268.3191394
2019-11-01,270.5508667
2019-12-01,265.0129153
2020-01-01,273.6329182
2020-02-01,281.7198437
2020-03-01,288.7708787
2020-04-01,291.1651729
2020-05-01,287.5663996
2020-06-01,284.4531459
2020-07-01,271.5192015
2020-08-01,267.7238494
2020-09-01,272.9762006
2020-10-01,273.4609771
2020-11-01,266.9233344
2020-12-01,260.8421913
2021-01-01,261.7964565
2021-02-01,258.9597288
2021-03-01,264.6342502
2021-04-01,259.276808
2021-05-01,256.84763
2021-06-01,263.4959487
2021-07-01,265.6439649
2021-08-01,266.1949153
2021-09-01,268.7311048
2021-10-01,266.932133
2021-11-01,273.9966333
2021-12-01,271.9296696
2022-01-01,270.0767035
2022-02-01,269.0039202
2022-03-01,263.5716217
2022-04-01,271.6712537
2022-05-01,268.7633958
2022-06-01,273.6077944
2022-07-01,285.4930406
2022-08-01,282.1460507
2022-09-01,281.2736379
2022-10-01,276.7324229
2022-11-01,271.2583551
2022-12-01,260.6001122
2023-01-01,261.7701234
2023-02-01,262.3655914
2023-03-01,263.419794
2023-04-01,261.2318841
2023-05-01,268.6972029
2023-06-01,258.4340659
2023-07-01,256.3974592
2023-08-01,261.0111634
2023-09-01,263.9077853
2023-10-01,262.7933384
2023-11-01,261.3403007
2023-12-01,264.0390526
2024-01-01,269.0925841
2024-02-01,266.984362
2024-03-01,268.9185432
